receiver,amount
yshimura#7617,1100
shø#0537,2600
totokazu#4878,2000
YasuYasu_onFire#2189,200
osaguild#1029,400
Taj Mahal#5317,700
kii#6246,400
のーちゃん#1090,1300
junya#8799,2700
terapasta#0359,100
Katoten#2669,100
Kazuma#3854,400
mashharuki#9415,300
Tonny#5693,400
