receiver,amount
shø#0537,1800
junk#4633,400
mashharuki#9415,1500
のーちゃん#1090,600
haku#0589,500
Tonny#5693,200
nilbird#4112,700
T4D4#9381,400
hagiwaratakayuki#0459,2200
