token_type,token_address,receiver,amount
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x3B7a6446adeB66e4E342ab4d10546B404cE3DE44,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x2bef38c112181097d19f37c8b24d98b62ca599d3,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x47ab3AE32aE852abDADa8DC3A39cbE82BAdf95B0,1500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x21F80D363D8fe58d03fd19D38442B8348d3AaB7C,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xD99DBc0196c5Caf2B647C1C3a6D8f2db21c29F3d,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xdF8024c19d652771F9cd3A708C0645CD19571C3B,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xdC44B02618b35Bf2c75A16A3Ebc1BE52Dd0bC029,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xf635736bab5f3b2d6c01304192Da098a760770E2,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x6b4b4d3f568bc25831f3bB4ff5675fC65fB09B2d,500
