token_type,token_address,receiver,amount
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x68a7E6c301f936C22F9446f5B562126a9b3aA9F3,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x076Cf27b6EE15f607353525BAF7F94623CdED1cC,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x9788bb4B31b5EF8473466A5ac137d8F99ba885eD,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x1323256BA92B2e9f7a0b258470Df8bC38957b0f9,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x3B7a6446adeB66e4E342ab4d10546B404cE3DE44,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xFe708df50c501C412a21dAF50b11bbb476A8e989,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x3F367F7959261b49e4aC7d622F4882844f50148e,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xdF8024c19d652771F9cd3A708C0645CD19571C3B,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xED401398C9E68fc9735dfdE5D26505E2adfdaBFe,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xf6DA2F11E8f1faC2a13ac847d52FaF5Ce6e39954,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x4648C54A62bC242aF72Ee38F0b7D352F387f368f,500
