token_type,token_address,receiver,amount
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x51908F598A5e0d8F1A3bAbFa6DF76F9704daD072,2000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x23d8a2dF3986ED3B19fC35111952b4ECdDFFB059,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x65B9eAF4bF631Ad9EC5a9707F40Dc67781bFd365,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x70254532aB84d0acDc30851c163e1329A0A4FA6a,2500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xc2c9c60570358d0cBF726b2E0732984445249392,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x0c4c7e537EFa65796d912f9B2A8090c7A1cC63a3,3000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xf6DA2F11E8f1faC2a13ac847d52FaF5Ce6e39954,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x5c3cf998973050F9F88AB52C17dbbfA29ceF8161,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x2382E6C9Cde357A3fA3ECdD255DefD3499e572F4,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xcE871133D7DFB96F282B6f031Bf32380B41af5E2,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x64af539998d40A9aff363c90A3549667218F315c,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x827ED7f8370b309Bc73E0f43431ba06926582FFc,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xC3d1d7e62473589Ea934b128Ff425A7b932B95d1,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x031e1E71dfD9EAd3FCCa6aa6d4D0b55f79D95e9D,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x6ec83F4229c13503CB4421388f8Cad8234977f71,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x2480dc22d1787Af14A2Cd21bCA2527f060867032,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xFe02D5f988e67F9040C39ed8D7d1a77146197BdB,500
