token_type,token_address,receiver,amount
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x0ADCbB3c5F4655c3735B29E3ce6011be2c10B478,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x3A5dC9C7D847351dE5D2519EC199EDBa9DD08F29,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x0bfBdd0E0eb9aEef59BBAA567A89B383f87C01F0,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x3B7a6446adeB66e4E342ab4d10546B404cE3DE44,2000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xc962a50b1f9640944028e95c5e4A7a0977a39e80,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x2B953E5eA9a210e22f52A9081c5Bcc2d4c22fca1,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xEF8db4646E8A3F2f7eB2368cF285b3f9d65a77B2,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x168667B43DEDb87D1d1345A8aEF7DcA16e6b5cea,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xE82D8b904373AB6CbD4cE5609c6e4bd4D45151a3,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x2BeF38C112181097D19f37C8B24D98B62Ca599d3,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xE53bF65B036d324AF1083abd1E3df8bE6d53D420,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x171EA855C98543f3bA8d7C2C224004185E473bC4,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xF8EcD59Cb657eDDd8A47E0143eF45Ef4b18DC100,500
