token_type,token_address,receiver,amount
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x821d451FB0D9c5de6F818d700B801a29587C3dCa,100
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xf0857e3215145095DAB155A0c9CD1369Afba5247,200
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xFe02D5f988e67F9040C39ed8D7d1a77146197BdB,100
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x6C8582AC53c4b01949CCDB02Aa0A4C015744312D,200
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xd202014D97C95eC6aE01a0e947fD352b54d6effd,200
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xEEeDC259Abfb304021Ac33a639653e4582Ab2203,100
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xAae684cD47b42FE2e34598fC2C165a8241CCBEd2,900
