
##### IN THE ORDER OF WALLET ADDRESSES #####
## 1. うさぎ
## 2. トトカズ
## 3. yawn
## 4. kaz

token_type,token_address,receiver,amount
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x9CB8d9E29De0eCa19B8eD8c141ba542aC78C49f3,250
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x00B61F5fa2bbd3FfD45703A04B9Ab6262d75bC36,250
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x40795f701371a6F892476e356F2011b040897F0F,250
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xa54Bb3324F767B2bdBBb640A7A9BC315cbEA9A89,250
