token_type,token_address,receiver,amount
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xdF8024c19d652771F9cd3A708C0645CD19571C3B,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x3B7a6446adeB66e4E342ab4d10546B404cE3DE44,1500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x25288E6A42f563498Eea48f79eC80eD53E3a3295,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x076Cf27b6EE15f607353525BAF7F94623CdED1cC,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xFe708df50c501C412a21dAF50b11bbb476A8e989,1000
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0xEDf7268E7127506f1A3F852d3D10A8c9f1E9c5b0,500
erc20,0x4491D1c47bBdE6746F878400090ba6935A91Dab6,0x68a7E6c301f936C22F9446f5B562126a9b3aA9F3,500
